"iso3","name","period","value","source"
"KEN","KENYA","1969",NA,"cred"
"KGZ","KYRGYZSTAN","1969",NA,"cred"
"KHM","CAMBODIA","1969",NA,"cred"
"KIR","KIRIBATI","1969",NA,"cred"
"KNA","SAINT KITTS AND NEVIS","1969",NA,"cred"
"KOR","KOREA, REPUBLIC OF","1969",3,"cred"
"KWT","KUWAIT","1969",NA,"cred"
"LAO","LAOS ","1969",1,"cred"
"LBN","LEBANON","1969",NA,"cred"
"LBR","LIBERIA","1969",NA,"cred"
"LBY","LIBYAN ARAB JAMAHIRIYA","1969",NA,"cred"
"LCA","SAINT LUCIA","1969",NA,"cred"
"LKA","SRI LANKA","1969",1,"cred"
"LSO","LESOTHO","1969",NA,"cred"
"LTU","LITHUANIA","1969",NA,"cred"
"LUX","LUXEMBURG","1969",NA,"cred"
"LVA","LATVIA","1969",NA,"cred"
"MAC","MACAU","1969",NA,"cred"
"MAR","MOROCCO","1969",1,"cred"
"MDA","MOLDOVA, REPUBLIC OF","1969",NA,"cred"
"MDG","MADAGASCAR","1969",1,"cred"
"MDV","MALDIVES","1969",NA,"cred"
"MEX","MEXICO","1969",2,"cred"
"MHL","MARSHALL ISLANDS","1969",NA,"cred"
"MKD","MACEDONIA","1969",NA,"cred"
"MLI","MALI","1969",2,"cred"
"MLT","MALTA","1969",NA,"cred"
"MMR","MYANMAR (Burma) ","1969",1,"cred"
"MNE","MONTENEGRO","1969",NA,"cred"
"MNG","MONGOLIA","1969",NA,"cred"
"MNP","NORTHERN MARIANA ISLANDS","1969",NA,"cred"
"MOZ","MOZAMBIQUE","1969",NA,"cred"
"MRT","MAURITANIA","1969",1,"cred"
"MSR","MONTSERRAT","1969",NA,"cred"
"MTQ","MARTINIQUE","1969",NA,"cred"
"MUS","MAURITIUS","1969",NA,"cred"
"MWI","MALAWI","1969",1,"cred"
"MYS","MALAYSIA","1969",NA,"cred"
"MYT","MAYOTTE","1969",NA,"cred"
"NAM","NAMIBIA","1969",NA,"cred"
"NCL","NEW CALEDONIA","1969",1,"cred"
"NER","NIGER","1969",1,"cred"
"NGA","NIGERIA","1969",1,"cred"
"NIC","NICARAGUA","1969",1,"cred"
"NIU","NIUE","1969",NA,"cred"
"NLD","NETHERLANDS","1969",NA,"cred"
"NOR","NORWAY","1969",NA,"cred"
"NPL","NEPAL","1969",NA,"cred"
"NZL","NEW ZEALAND","1969",NA,"cred"
"OMN","OMAN","1969",NA,"cred"
"PAK","PAKISTAN","1969",NA,"cred"
"PAN","PANAMA","1969",NA,"cred"
"PER","PERU","1969",2,"cred"
"PHL","PHILIPPINES","1969",7,"cred"
"PLW","PALAU","1969",NA,"cred"
"PNG","PAPUA NEW GUINEA","1969",NA,"cred"
"POL","POLAND","1969",NA,"cred"
"PRI","PUERTO RICO","1969",NA,"cred"
"PRK","KOREA, D.P.R.O.","1969",NA,"cred"
"PRT","PORTUGAL","1969",NA,"cred"
"PRY","PARAGUAY","1969",NA,"cred"
"PSE","""State of Palestine""","1969",NA,"cred"
"PYF","FRENCH POLYNESIA","1969",NA,"cred"
"QAT","QATAR","1969",NA,"cred"
"REU","REUNION","1969",NA,"cred"
"ROU","Romania","1969",NA,"cred"
"RUS","RUSSIA","1969",NA,"cred"
"RWA","RWANDA","1969",NA,"cred"
"SAU","SAUDI ARABIA","1969",NA,"cred"
"SDN","SUDAN","1969",NA,"cred"
"SEN","SENEGAL","1969",1,"cred"
"SGP","SINGAPORE","1969",NA,"cred"
"SHN","ST. HELENA","1969",NA,"cred"
"SLB","SOLOMON ISLANDS","1969",NA,"cred"
"SLE","SIERRA LEONE","1969",NA,"cred"
"SLV","EL SALVADOR","1969",2,"cred"
"SOM","SOMALIA","1969",1,"cred"
"SRB","SERBIA","1969",NA,"cred"
"SSD","SOUTH SUDAN","1969",NA,"cred"
"STP","SAO TOME AND PRINCIPE","1969",NA,"cred"
"SUR","SURINAME","1969",1,"cred"
"SVK","SLOVAKIA (Slovak Republic)","1969",NA,"cred"
"SVN","SLOVENIA","1969",NA,"cred"
"SWE","SWEDEN","1969",NA,"cred"
"SWZ","SWAZILAND","1969",NA,"cred"
"SYC","SEYCHELLES","1969",NA,"cred"
"SYR","SYRIAN ARAB REPUBLIC","1969",NA,"cred"
"TCA","TURKS AND CAICOS ISLANDS","1969",NA,"cred"
"TCD","CHAD","1969",1,"cred"
"TGO","TOGO","1969",NA,"cred"
"THA","THAILAND","1969",NA,"cred"
"TJK","TAJIKISTAN","1969",NA,"cred"
"TKL","TOKELAU","1969",NA,"cred"
"TKM","TURKMENISTAN","1969",NA,"cred"
"TLS","EAST TIMOR","1969",NA,"cred"
"TON","TONGA","1969",NA,"cred"
"TTO","TRINIDAD AND TOBAGO","1969",NA,"cred"
"TUN","TUNISIA","1969",1,"cred"
"TUR","TURKEY","1969",1,"cred"
"TUV","TUVALU","1969",NA,"cred"
"TZA","TANZANIA, UNITED REPUBLIC OF","1969",NA,"cred"
"UGA","UGANDA","1969",NA,"cred"
"UKR","UKRAINE","1969",NA,"cred"
"URY","URUGUAY","1969",NA,"cred"
"USA","UNITED STATES","1969",7,"cred"
"UZB","UZBEKISTAN","1969",NA,"cred"
"VCT","SAINT VINCENT AND THE GRENADINES","1969",NA,"cred"
"VEN","VENEZUELA","1969",1,"cred"
"VGB","VIRGIN ISLANDS (BRITISH)","1969",NA,"cred"
"VIR","VIRGIN ISLANDS (U.S.)","1969",NA,"cred"
"VNM","VIET NAM","1969",NA,"cred"
"VUT","VANUATU","1969",NA,"cred"
"WLF","WALLIS AND FUTUNA ISLANDS","1969",NA,"cred"
"WSM","SAMOA","1969",NA,"cred"
"YEM","YEMEN","1969",NA,"cred"
"ZAF","SOUTH AFRICA","1969",2,"cred"
"ZMB","ZAMBIA","1969",NA,"cred"
"ZWE","ZIMBABWE","1969",NA,"cred"
"AFG","AFGHANISTAN","1968",NA,"cred"
"AGO","ANGOLA","1968",NA,"cred"
"AIA","ANGUILLA","1968",NA,"cred"
"ALB","ALBANIA","1968",NA,"cred"
"ARE","UNITED ARAB EMIRATES","1968",NA,"cred"
"ARG","ARGENTINA","1968",1,"cred"
"ARM","ARMENIA","1968",NA,"cred"
"ASM","AMERICAN SAMOA","1968",NA,"cred"
"ATG","ANTIGUA AND BARBUDA","1968",NA,"cred"
"AUS","AUSTRALIA","1968",2,"cred"
"AUT","AUSTRIA","1968",NA,"cred"
"AZE","AZERBAIJAN","1968",NA,"cred"
"BDI","BURUNDI","1968",NA,"cred"
"BEL","BELGIUM","1968",NA,"cred"
"BEN","BENIN","1968",NA,"cred"
"BFA","BURKINA FASO","1968",NA,"cred"
"BGD","BANGLADESH","1968",2,"cred"
"BGR","BULGARIA","1968",NA,"cred"
"BHR","BAHRAIN","1968",NA,"cred"
"BHS","BAHAMAS","1968",NA,"cred"
"BIH","BOSNIA AND HERZEGOWINA","1968",NA,"cred"
"BLR","BELARUS","1968",NA,"cred"
"BLZ","BELIZE","1968",NA,"cred"
"BMU","BERMUDA","1968",NA,"cred"
"BOL","BOLIVIA","1968",1,"cred"
"BRA","BRAZIL","1968",1,"cred"
"BRB","BARBADOS","1968",NA,"cred"
"BRN","BRUNEI DARUSSALAM","1968",NA,"cred"
"BTN","BHUTAN","1968",NA,"cred"
"BWA","BOTSWANA","1968",1,"cred"
"CAF","CENTRAL AFRICAN REPUBLIC","1968",NA,"cred"
"CAN","CANADA","1968",NA,"cred"
"CHE","SWITZERLAND","1968",1,"cred"
"CHL","CHILE","1968",2,"cred"
"CHN","CHINA","1968",NA,"cred"
"CIV","COTE D'IVOIRE","1968",NA,"cred"
"CMR","CAMEROON","1968",NA,"cred"
"COD","CONGO, THE DRC","1968",1,"cred"
"COG","CONGO","1968",NA,"cred"
"COK","COOK ISLANDS","1968",NA,"cred"
"COL","COLOMBIA","1968",1,"cred"
"COM","COMOROS","1968",NA,"cred"
"CPV","CAPE VERDE","1968",NA,"cred"
"CRI","COSTA RICA","1968",1,"cred"
"CUB","CUBA","1968",1,"cred"
"CYM","CAYMAN ISLANDS","1968",NA,"cred"
"CYP","CYPRUS","1968",NA,"cred"
"CZE","CZECH REPUBLIC","1968",NA,"cred"
"DEU","GERMANY","1968",NA,"cred"
"DJI","DJIBOUTI","1968",NA,"cred"
"DMA","DOMINICA","1968",NA,"cred"
"DNK","DENMARK","1968",NA,"cred"
"DOM","DOMINICAN REPUBLIC","1968",1,"cred"
"DZA","ALGERIA","1968",NA,"cred"
"ECU","ECUADOR","1968",NA,"cred"
"EGY","EGYPT","1968",NA,"cred"
"ERI","ERITREA","1968",NA,"cred"
"ESP","SPAIN","1968",NA,"cred"
"EST","ESTONIA","1968",NA,"cred"
"ETH","Ethiopia","1968",1,"cred"
"FIN","FINLAND","1968",NA,"cred"
"FJI","FIJI","1968",NA,"cred"
"FRA","FRANCE","1968",1,"cred"
"FSM","MICRONESIA, FEDERATED STATES OF","1968",NA,"cred"
"GAB","GABON","1968",NA,"cred"
"GBR","UNITED KINGDOM","1968",3,"cred"
"GEO","GEORGIA","1968",NA,"cred"
"GHA","GHANA","1968",1,"cred"
"GIN","GUINEA","1968",NA,"cred"
"GLP","GUADELOUPE","1968",1,"cred"
"GMB","GAMBIA","1968",1,"cred"
"GNB","GUINEA-BISSAU","1968",NA,"cred"
"GNQ","EQUATORIAL GUINEA","1968",NA,"cred"
"GRC","GREECE","1968",1,"cred"
"GRD","GRENADA","1968",NA,"cred"
"GTM","GUATEMALA","1968",1,"cred"
"GUF","FRENCH GUIANA","1968",NA,"cred"
"GUM","GUAM","1968",NA,"cred"
"GUY","GUYANA","1968",NA,"cred"
"HKG","HONG KONG","1968",4,"cred"
"HND","HONDURAS","1968",NA,"cred"
"HRV","CROATIA (local name: Hrvatska)","1968",NA,"cred"
"HTI","HAITI","1968",1,"cred"
"HUN","HUNGARY","1968",NA,"cred"
"IDN","INDONESIA","1968",3,"cred"
"IND","INDIA","1968",6,"cred"
"IRL","IRELAND","1968",NA,"cred"
"IRN","IRAN (ISLAMIC REPUBLIC OF)","1968",3,"cred"
"IRQ","IRAQ","1968",1,"cred"
"ISL","ICELAND","1968",NA,"cred"
"ISR","ISRAEL","1968",NA,"cred"
"ITA","ITALY","1968",2,"cred"
"JAM","JAMAICA","1968",1,"cred"
"JOR","JORDAN","1968",NA,"cred"
"JPN","JAPAN","1968",5,"cred"
"KAZ","KAZAKHSTAN","1968",NA,"cred"
"KEN","KENYA","1968",1,"cred"
"KGZ","KYRGYZSTAN","1968",NA,"cred"
"KHM","CAMBODIA","1968",NA,"cred"
"KIR","KIRIBATI","1968",NA,"cred"
"KNA","SAINT KITTS AND NEVIS","1968",NA,"cred"
"KOR","KOREA, REPUBLIC OF","1968",1,"cred"
"KWT","KUWAIT","1968",NA,"cred"
"LAO","LAOS ","1968",1,"cred"
"LBN","LEBANON","1968",NA,"cred"
"LBR","LIBERIA","1968",NA,"cred"
"LBY","LIBYAN ARAB JAMAHIRIYA","1968",NA,"cred"
"LCA","SAINT LUCIA","1968",NA,"cred"
"LKA","SRI LANKA","1968",NA,"cred"
"LSO","LESOTHO","1968",1,"cred"
"LTU","LITHUANIA","1968",NA,"cred"
"LUX","LUXEMBURG","1968",NA,"cred"
"LVA","LATVIA","1968",NA,"cred"
"MAC","MACAU","1968",NA,"cred"
"MAR","MOROCCO","1968",NA,"cred"
"MDA","MOLDOVA, REPUBLIC OF","1968",NA,"cred"
"MDG","MADAGASCAR","1968",1,"cred"
"MDV","MALDIVES","1968",NA,"cred"
"MEX","MEXICO","1968",2,"cred"
"MHL","MARSHALL ISLANDS","1968",NA,"cred"
"MKD","MACEDONIA","1968",NA,"cred"
"MLI","MALI","1968",NA,"cred"
"MLT","MALTA","1968",NA,"cred"
"MMR","MYANMAR (Burma) ","1968",1,"cred"
"MNE","MONTENEGRO","1968",NA,"cred"
"MNG","MONGOLIA","1968",NA,"cred"
"MNP","NORTHERN MARIANA ISLANDS","1968",NA,"cred"
"MOZ","MOZAMBIQUE","1968",NA,"cred"
"MRT","MAURITANIA","1968",NA,"cred"
"MSR","MONTSERRAT","1968",NA,"cred"
"MTQ","MARTINIQUE","1968",NA,"cred"
"MUS","MAURITIUS","1968",NA,"cred"
"MWI","MALAWI","1968",NA,"cred"
"MYS","MALAYSIA","1968",2,"cred"
"MYT","MAYOTTE","1968",NA,"cred"
"NAM","NAMIBIA","1968",NA,"cred"
"NCL","NEW CALEDONIA","1968",1,"cred"
"NER","NIGER","1968",NA,"cred"
"NGA","NIGERIA","1968",NA,"cred"
"NIC","NICARAGUA","1968",2,"cred"
"NIU","NIUE","1968",1,"cred"
"NLD","NETHERLANDS","1968",NA,"cred"
"NOR","NORWAY","1968",NA,"cred"
"NPL","NEPAL","1968",1,"cred"
"NZL","NEW ZEALAND","1968",2,"cred"
"OMN","OMAN","1968",NA,"cred"
"PAK","PAKISTAN","1968",1,"cred"
"PAN","PANAMA","1968",NA,"cred"
"PER","PERU","1968",1,"cred"
"PHL","PHILIPPINES","1968",5,"cred"
"PLW","PALAU","1968",NA,"cred"
"PNG","PAPUA NEW GUINEA","1968",NA,"cred"
"POL","POLAND","1968",NA,"cred"
"PRI","PUERTO RICO","1968",NA,"cred"
"PRK","KOREA, D.P.R.O.","1968",NA,"cred"
"PRT","PORTUGAL","1968",NA,"cred"
"PRY","PARAGUAY","1968",NA,"cred"
"PSE","""State of Palestine""","1968",NA,"cred"
"PYF","FRENCH POLYNESIA","1968",NA,"cred"
"QAT","QATAR","1968",NA,"cred"
"REU","REUNION","1968",NA,"cred"
"ROU","Romania","1968",NA,"cred"
"RUS","RUSSIA","1968",NA,"cred"
"RWA","RWANDA","1968",NA,"cred"
"SAU","SAUDI ARABIA","1968",NA,"cred"
"SDN","SUDAN","1968",NA,"cred"
"SEN","SENEGAL","1968",NA,"cred"
"SGP","SINGAPORE","1968",NA,"cred"
"SHN","ST. HELENA","1968",NA,"cred"
"SLB","SOLOMON ISLANDS","1968",1,"cred"
"SLE","SIERRA LEONE","1968",NA,"cred"
"SLV","EL SALVADOR","1968",NA,"cred"
"SOM","SOMALIA","1968",NA,"cred"
"SRB","SERBIA","1968",NA,"cred"
"SSD","SOUTH SUDAN","1968",NA,"cred"
"STP","SAO TOME AND PRINCIPE","1968",NA,"cred"
"SUR","SURINAME","1968",NA,"cred"
"SVK","SLOVAKIA (Slovak Republic)","1968",NA,"cred"
"SVN","SLOVENIA","1968",NA,"cred"
"SWE","SWEDEN","1968",NA,"cred"
"SWZ","SWAZILAND","1968",NA,"cred"
"SYC","SEYCHELLES","1968",NA,"cred"
"SYR","SYRIAN ARAB REPUBLIC","1968",NA,"cred"
"TCA","TURKS AND CAICOS ISLANDS","1968",NA,"cred"
"TCD","CHAD","1968",NA,"cred"
"TGO","TOGO","1968",NA,"cred"
"THA","THAILAND","1968",1,"cred"
"TJK","TAJIKISTAN","1968",NA,"cred"
"TKL","TOKELAU","1968",NA,"cred"
"TKM","TURKMENISTAN","1968",NA,"cred"
"TLS","EAST TIMOR","1968",NA,"cred"
"TON","TONGA","1968",NA,"cred"
"TTO","TRINIDAD AND TOBAGO","1968",NA,"cred"
"TUN","TUNISIA","1968",NA,"cred"
"TUR","TURKEY","1968",3,"cred"
"TUV","TUVALU","1968",NA,"cred"
"TZA","TANZANIA, UNITED REPUBLIC OF","1968",1,"cred"
"UGA","UGANDA","1968",NA,"cred"
"UKR","UKRAINE","1968",NA,"cred"
"URY","URUGUAY","1968",NA,"cred"
"USA","UNITED STATES","1968",3,"cred"
"UZB","UZBEKISTAN","1968",NA,"cred"
"VCT","SAINT VINCENT AND THE GRENADINES","1968",NA,"cred"
"VEN","VENEZUELA","1968",NA,"cred"
"VGB","VIRGIN ISLANDS (BRITISH)","1968",NA,"cred"
"VIR","VIRGIN ISLANDS (U.S.)","1968",NA,"cred"
"VNM","VIET NAM","1968",NA,"cred"
"VUT","VANUATU","1968",NA,"cred"
"WLF","WALLIS AND FUTUNA ISLANDS","1968",NA,"cred"
"WSM","SAMOA","1968",1,"cred"
"YEM","YEMEN","1968",NA,"cred"
"ZAF","SOUTH AFRICA","1968",1,"cred"
"ZMB","ZAMBIA","1968",NA,"cred"
"ZWE","ZIMBABWE","1968",NA,"cred"
"AFG","AFGHANISTAN","1967",NA,"cred"
"AGO","ANGOLA","1967",NA,"cred"
"AIA","ANGUILLA","1967",NA,"cred"
"ALB","ALBANIA","1967",1,"cred"
"ARE","UNITED ARAB EMIRATES","1967",NA,"cred"
"ARG","ARGENTINA","1967",1,"cred"
"ARM","ARMENIA","1967",NA,"cred"
"ASM","AMERICAN SAMOA","1967",NA,"cred"
"ATG","ANTIGUA AND BARBUDA","1967",NA,"cred"
"AUS","AUSTRALIA","1967",2,"cred"
"AUT","AUSTRIA","1967",NA,"cred"
"AZE","AZERBAIJAN","1967",NA,"cred"
"BDI","BURUNDI","1967",NA,"cred"
"BEL","BELGIUM","1967",5,"cred"
"BEN","BENIN","1967",NA,"cred"
"BFA","BURKINA FASO","1967",NA,"cred"
"BGD","BANGLADESH","1967",2,"cred"
"BGR","BULGARIA","1967",NA,"cred"
"BHR","BAHRAIN","1967",NA,"cred"
"BHS","BAHAMAS","1967",NA,"cred"
"BIH","BOSNIA AND HERZEGOWINA","1967",NA,"cred"
"BLR","BELARUS","1967",NA,"cred"
"BLZ","BELIZE","1967",NA,"cred"
"BMU","BERMUDA","1967",NA,"cred"
"BOL","BOLIVIA","1967",NA,"cred"
"BRA","BRAZIL","1967",5,"cred"
"BRB","BARBADOS","1967",NA,"cred"
"BRN","BRUNEI DARUSSALAM","1967",NA,"cred"
"BTN","BHUTAN","1967",NA,"cred"
"BWA","BOTSWANA","1967",NA,"cred"
"CAF","CENTRAL AFRICAN REPUBLIC","1967",NA,"cred"
"CAN","CANADA","1967",NA,"cred"
"CHE","SWITZERLAND","1967",NA,"cred"
"CHL","CHILE","1967",NA,"cred"
"CHN","CHINA","1967",NA,"cred"
"CIV","COTE D'IVOIRE","1967",NA,"cred"
"CMR","CAMEROON","1967",NA,"cred"
"COD","CONGO, THE DRC","1967",NA,"cred"
"COG","CONGO","1967",1,"cred"
"COK","COOK ISLANDS","1967",1,"cred"
"COL","COLOMBIA","1967",1,"cred"
"COM","COMOROS","1967",NA,"cred"
"CPV","CAPE VERDE","1967",NA,"cred"
"CRI","COSTA RICA","1967",NA,"cred"
"CUB","CUBA","1967",NA,"cred"
"CYM","CAYMAN ISLANDS","1967",NA,"cred"
"CYP","CYPRUS","1967",NA,"cred"
"CZE","CZECH REPUBLIC","1967",NA,"cred"
"DEU","GERMANY","1967",NA,"cred"
"DJI","DJIBOUTI","1967",NA,"cred"
"DMA","DOMINICA","1967",NA,"cred"
"DNK","DENMARK","1967",NA,"cred"
"DOM","DOMINICAN REPUBLIC","1967",NA,"cred"
"DZA","ALGERIA","1967",1,"cred"
"ECU","ECUADOR","1967",2,"cred"
"EGY","EGYPT","1967",NA,"cred"
"ERI","ERITREA","1967",NA,"cred"
"ESP","SPAIN","1967",NA,"cred"
"EST","ESTONIA","1967",NA,"cred"
"ETH","Ethiopia","1967",NA,"cred"
"FIN","FINLAND","1967",NA,"cred"
"FJI","FIJI","1967",NA,"cred"
"FRA","FRANCE","1967",2,"cred"
"FSM","MICRONESIA, FEDERATED STATES OF","1967",NA,"cred"
"GAB","GABON","1967",NA,"cred"
"GBR","UNITED KINGDOM","1967",2,"cred"
"GEO","GEORGIA","1967",NA,"cred"
"GHA","GHANA","1967",NA,"cred"
"GIN","GUINEA","1967",NA,"cred"
"GLP","GUADELOUPE","1967",NA,"cred"
"GMB","GAMBIA","1967",NA,"cred"
"GNB","GUINEA-BISSAU","1967",NA,"cred"
"GNQ","EQUATORIAL GUINEA","1967",NA,"cred"
"GRC","GREECE","1967",1,"cred"
"GRD","GRENADA","1967",NA,"cred"
"GTM","GUATEMALA","1967",NA,"cred"
"GUF","FRENCH GUIANA","1967",NA,"cred"
"GUM","GUAM","1967",NA,"cred"
"GUY","GUYANA","1967",NA,"cred"
"HKG","HONG KONG","1967",2,"cred"
"HND","HONDURAS","1967",NA,"cred"
"HRV","CROATIA (local name: Hrvatska)","1967",NA,"cred"
"HTI","HAITI","1967",NA,"cred"
"HUN","HUNGARY","1967",NA,"cred"
"IDN","INDONESIA","1967",7,"cred"
"IND","INDIA","1967",5,"cred"
"IRL","IRELAND","1967",NA,"cred"
"IRN","IRAN (ISLAMIC REPUBLIC OF)","1967",NA,"cred"
"IRQ","IRAQ","1967",1,"cred"
"ISL","ICELAND","1967",NA,"cred"
"ISR","ISRAEL","1967",NA,"cred"
"ITA","ITALY","1967",NA,"cred"
"JAM","JAMAICA","1967",NA,"cred"
"JOR","JORDAN","1967",NA,"cred"
"JPN","JAPAN","1967",4,"cred"
"KAZ","KAZAKHSTAN","1967",NA,"cred"
"KEN","KENYA","1967",NA,"cred"
"KGZ","KYRGYZSTAN","1967",NA,"cred"
"KHM","CAMBODIA","1967",NA,"cred"
"KIR","KIRIBATI","1967",NA,"cred"
"KNA","SAINT KITTS AND NEVIS","1967",NA,"cred"
"KOR","KOREA, REPUBLIC OF","1967",1,"cred"
"KWT","KUWAIT","1967",NA,"cred"
"LAO","LAOS ","1967",NA,"cred"
"LBN","LEBANON","1967",NA,"cred"
"LBR","LIBERIA","1967",NA,"cred"
"LBY","LIBYAN ARAB JAMAHIRIYA","1967",NA,"cred"
"LCA","SAINT LUCIA","1967",1,"cred"
"LKA","SRI LANKA","1967",2,"cred"
"LSO","LESOTHO","1967",NA,"cred"
"LTU","LITHUANIA","1967",NA,"cred"
"LUX","LUXEMBURG","1967",NA,"cred"
"LVA","LATVIA","1967",NA,"cred"
"MAC","MACAU","1967",NA,"cred"
"MAR","MOROCCO","1967",NA,"cred"
"MDA","MOLDOVA, REPUBLIC OF","1967",NA,"cred"
"MDG","MADAGASCAR","1967",NA,"cred"
"MDV","MALDIVES","1967",NA,"cred"
"MEX","MEXICO","1967",3,"cred"
"MHL","MARSHALL ISLANDS","1967",NA,"cred"
"MKD","MACEDONIA","1967",NA,"cred"
"MLI","MALI","1967",NA,"cred"
"MLT","MALTA","1967",NA,"cred"
"MMR","MYANMAR (Burma) ","1967",2,"cred"
"MNE","MONTENEGRO","1967",NA,"cred"
"MNG","MONGOLIA","1967",NA,"cred"
"MNP","NORTHERN MARIANA ISLANDS","1967",NA,"cred"
"MOZ","MOZAMBIQUE","1967",1,"cred"
"MRT","MAURITANIA","1967",NA,"cred"
"MSR","MONTSERRAT","1967",NA,"cred"
"MTQ","MARTINIQUE","1967",1,"cred"
"MUS","MAURITIUS","1967",1,"cred"
"MWI","MALAWI","1967",1,"cred"
"MYS","MALAYSIA","1967",2,"cred"
"MYT","MAYOTTE","1967",NA,"cred"
"NAM","NAMIBIA","1967",NA,"cred"
"NCL","NEW CALEDONIA","1967",NA,"cred"
"NER","NIGER","1967",NA,"cred"
"NGA","NIGERIA","1967",NA,"cred"
"NIC","NICARAGUA","1967",2,"cred"
"NIU","NIUE","1967",NA,"cred"
"NLD","NETHERLANDS","1967",NA,"cred"
"NOR","NORWAY","1967",1,"cred"
"NPL","NEPAL","1967",2,"cred"
"NZL","NEW ZEALAND","1967",NA,"cred"
"OMN","OMAN","1967",NA,"cred"
"PAK","PAKISTAN","1967",1,"cred"
"PAN","PANAMA","1967",NA,"cred"
"PER","PERU","1967",1,"cred"
"PHL","PHILIPPINES","1967",2,"cred"
"PLW","PALAU","1967",NA,"cred"
"PNG","PAPUA NEW GUINEA","1967",NA,"cred"
"POL","POLAND","1967",NA,"cred"
"PRI","PUERTO RICO","1967",NA,"cred"
"PRK","KOREA, D.P.R.O.","1967",NA,"cred"
"PRT","PORTUGAL","1967",1,"cred"
"PRY","PARAGUAY","1967",NA,"cred"
"PSE","""State of Palestine""","1967",NA,"cred"
"PYF","FRENCH POLYNESIA","1967",NA,"cred"
"QAT","QATAR","1967",NA,"cred"
"REU","REUNION","1967",NA,"cred"
"ROU","Romania","1967",NA,"cred"
"RUS","RUSSIA","1967",NA,"cred"
"RWA","RWANDA","1967",NA,"cred"
"SAU","SAUDI ARABIA","1967",NA,"cred"
"SDN","SUDAN","1967",NA,"cred"
"SEN","SENEGAL","1967",NA,"cred"
"SGP","SINGAPORE","1967",NA,"cred"
"SHN","ST. HELENA","1967",NA,"cred"
"SLB","SOLOMON ISLANDS","1967",1,"cred"
"SLE","SIERRA LEONE","1967",NA,"cred"
"SLV","EL SALVADOR","1967",NA,"cred"
"SOM","SOMALIA","1967",NA,"cred"
"SRB","SERBIA","1967",NA,"cred"
"SSD","SOUTH SUDAN","1967",NA,"cred"
"STP","SAO TOME AND PRINCIPE","1967",NA,"cred"
"SUR","SURINAME","1967",NA,"cred"
"SVK","SLOVAKIA (Slovak Republic)","1967",NA,"cred"
"SVN","SLOVENIA","1967",NA,"cred"
"SWE","SWEDEN","1967",NA,"cred"
"SWZ","SWAZILAND","1967",NA,"cred"
"SYC","SEYCHELLES","1967",NA,"cred"
"SYR","SYRIAN ARAB REPUBLIC","1967",1,"cred"
"TCA","TURKS AND CAICOS ISLANDS","1967",NA,"cred"
"TCD","CHAD","1967",NA,"cred"
"TGO","TOGO","1967",NA,"cred"
"THA","THAILAND","1967",NA,"cred"
"TJK","TAJIKISTAN","1967",NA,"cred"
"TKL","TOKELAU","1967",NA,"cred"
"TKM","TURKMENISTAN","1967",NA,"cred"
"TLS","EAST TIMOR","1967",NA,"cred"
"TON","TONGA","1967",NA,"cred"
"TTO","TRINIDAD AND TOBAGO","1967",NA,"cred"
"TUN","TUNISIA","1967",NA,"cred"
"TUR","TURKEY","1967",3,"cred"
"TUV","TUVALU","1967",NA,"cred"
"TZA","TANZANIA, UNITED REPUBLIC OF","1967",1,"cred"
"UGA","UGANDA","1967",1,"cred"
"UKR","UKRAINE","1967",NA,"cred"
"URY","URUGUAY","1967",1,"cred"
"USA","UNITED STATES","1967",5,"cred"
"UZB","UZBEKISTAN","1967",NA,"cred"
"VCT","SAINT VINCENT AND THE GRENADINES","1967",1,"cred"
"VEN","VENEZUELA","1967",2,"cred"
"VGB","VIRGIN ISLANDS (BRITISH)","1967",NA,"cred"
"VIR","VIRGIN ISLANDS (U.S.)","1967",NA,"cred"
"VNM","VIET NAM","1967",1,"cred"
"VUT","VANUATU","1967",NA,"cred"
"WLF","WALLIS AND FUTUNA ISLANDS","1967",NA,"cred"
"WSM","SAMOA","1967",NA,"cred"
"YEM","YEMEN","1967",NA,"cred"
"ZAF","SOUTH AFRICA","1967",NA,"cred"
"ZMB","ZAMBIA","1967",NA,"cred"
"ZWE","ZIMBABWE","1967",NA,"cred"
"AFG","AFGHANISTAN","1966",NA,"cred"
"AGO","ANGOLA","1966",NA,"cred"
"AIA","ANGUILLA","1966",NA,"cred"
"ALB","ALBANIA","1966",NA,"cred"
"ARE","UNITED ARAB EMIRATES","1966",NA,"cred"
"ARG","ARGENTINA","1966",1,"cred"
"ARM","ARMENIA","1966",NA,"cred"
"ASM","AMERICAN SAMOA","1966",1,"cred"
"ATG","ANTIGUA AND BARBUDA","1966",1,"cred"
"AUS","AUSTRALIA","1966",NA,"cred"
"AUT","AUSTRIA","1966",NA,"cred"
"AZE","AZERBAIJAN","1966",NA,"cred"
"BDI","BURUNDI","1966",NA,"cred"
"BEL","BELGIUM","1966",2,"cred"
"BEN","BENIN","1966",NA,"cred"
"BFA","BURKINA FASO","1966",1,"cred"
"BGD","BANGLADESH","1966",2,"cred"
"BGR","BULGARIA","1966",NA,"cred"
"BHR","BAHRAIN","1966",NA,"cred"
"BHS","BAHAMAS","1966",2,"cred"
"BIH","BOSNIA AND HERZEGOWINA","1966",NA,"cred"
"BLR","BELARUS","1966",NA,"cred"
"BLZ","BELIZE","1966",NA,"cred"
