"iso3","name","period","value","source"
"AFG","AFGHANISTAN","2014",1,"rw"
"BDI","BURUNDI","2014",1,"rw"
"BEN","BENIN","2014",0,"rw"
"BFA","BURKINA FASO","2014",0,"rw"
"BGD","BANGLADESH","2014",0,"rw"
"BOL","BOLIVIA","2014",1,"rw"
"BWA","BOTSWANA","2014",0,"rw"
"CAF","CENTRAL AFRICAN REPUBLIC","2014",0,"rw"
"CIV","COTE D'IVOIRE","2014",0,"rw"
"CMR","CAMEROON","2014",0,"rw"
"COD","CONGO, THE DRC","2014",0,"rw"
"COG","CONGO","2014",0,"rw"
"COL","COLOMBIA","2014",1,"rw"
"DJI","DJIBOUTI","2014",0,"rw"
"DOM","DOMINICAN REPUBLIC","2014",0,"rw"
"DZA","ALGERIA","2014",0,"rw"
"EGY","EGYPT","2014",0,"rw"
"ERI","ERITREA","2014",0,"rw"
"ETH","Ethiopia","2014",0,"rw"
"GIN","GUINEA","2014",2,"rw"
"GMB","GAMBIA","2014",0,"rw"
"GNB","GUINEA-BISSAU","2014",0,"rw"
"GTM","GUATEMALA","2014",0,"rw"
"HND","HONDURAS","2014",0,"rw"
"HTI","HAITI","2014",0,"rw"
"IDN","INDONESIA","2014",2,"rw"
"IRQ","IRAQ","2014",0,"rw"
"JAM","JAMAICA","2014",0,"rw"
"JOR","JORDAN","2014",0,"rw"
"KEN","KENYA","2014",0,"rw"
"KGZ","KYRGYZSTAN","2014",0,"rw"
"KHM","CAMBODIA","2014",0,"rw"
"LAO","LAOS ","2014",0,"rw"
"LBN","LEBANON","2014",0,"rw"
"LBR","LIBERIA","2014",0,"rw"
"LBY","LIBYAN ARAB JAMAHIRIYA","2014",0,"rw"
"LKA","SRI LANKA","2014",0,"rw"
"LSO","LESOTHO","2014",0,"rw"
"MDG","MADAGASCAR","2014",1,"rw"
"MLI","MALI","2014",0,"rw"
"MMR","MYANMAR (Burma) ","2014",0,"rw"
"MNG","MONGOLIA","2014",0,"rw"
"MOZ","MOZAMBIQUE","2014",0,"rw"
"MRT","MAURITANIA","2014",0,"rw"
"MWI","MALAWI","2014",0,"rw"
"NAM","NAMIBIA","2014",1,"rw"
"NER","NIGER","2014",0,"rw"
"NGA","NIGERIA","2014",0,"rw"
"NPL","NEPAL","2014",0,"rw"
"PAK","PAKISTAN","2014",1,"rw"
"PHL","PHILIPPINES","2014",1,"rw"
"PRK","KOREA, D.P.R.O.","2014",0,"rw"
"RWA","RWANDA","2014",0,"rw"
"SDN","SUDAN","2014",0,"rw"
"SEN","SENEGAL","2014",0,"rw"
"SLE","SIERRA LEONE","2014",0,"rw"
"SOM","SOMALIA","2014",0,"rw"
"SSD","SOUTH SUDAN","2014",0,"rw"
"SWZ","SWAZILAND","2014",0,"rw"
"SYR","SYRIAN ARAB REPUBLIC","2014",0,"rw"
"TCD","CHAD","2014",0,"rw"
"THA","THAILAND","2014",0,"rw"
"TJK","TAJIKISTAN","2014",1,"rw"
"TUN","TUNISIA","2014",0,"rw"
"TUR","TURKEY","2014",0,"rw"
"TZA","TANZANIA, UNITED REPUBLIC OF","2014",2,"rw"
"UGA","UGANDA","2014",0,"rw"
"UZB","UZBEKISTAN","2014",0,"rw"
"VUT","VANUATU","2014",1,"rw"
"YEM","YEMEN","2014",0,"rw"
"ZAF","SOUTH AFRICA","2014",0,"rw"
"ZMB","ZAMBIA","2014",0,"rw"
"ZWE","ZIMBABWE","2014",1,"rw"
"AFG","AFGHANISTAN","2013",3,"rw"
"BDI","BURUNDI","2013",0,"rw"
"BEN","BENIN","2013",3,"rw"
"BFA","BURKINA FASO","2013",1,"rw"
"BGD","BANGLADESH","2013",2,"rw"
"BOL","BOLIVIA","2013",3,"rw"
"BWA","BOTSWANA","2013",1,"rw"
"CAF","CENTRAL AFRICAN REPUBLIC","2013",3,"rw"
"CIV","COTE D'IVOIRE","2013",0,"rw"
"CMR","CAMEROON","2013",2,"rw"
"COD","CONGO, THE DRC","2013",1,"rw"
"COG","CONGO","2013",1,"rw"
"COL","COLOMBIA","2013",3,"rw"
"DJI","DJIBOUTI","2013",0,"rw"
"DOM","DOMINICAN REPUBLIC","2013",0,"rw"
"DZA","ALGERIA","2013",0,"rw"
"EGY","EGYPT","2013",0,"rw"
"ERI","ERITREA","2013",0,"rw"
"ETH","Ethiopia","2013",2,"rw"
"GIN","GUINEA","2013",0,"rw"
"GMB","GAMBIA","2013",0,"rw"
"GNB","GUINEA-BISSAU","2013",0,"rw"
"GTM","GUATEMALA","2013",0,"rw"
"HND","HONDURAS","2013",1,"rw"
"HTI","HAITI","2013",1,"rw"
"IDN","INDONESIA","2013",3,"rw"
"IRQ","IRAQ","2013",0,"rw"
"JAM","JAMAICA","2013",0,"rw"
"JOR","JORDAN","2013",0,"rw"
"KEN","KENYA","2013",2,"rw"
"KGZ","KYRGYZSTAN","2013",0,"rw"
"KHM","CAMBODIA","2013",1,"rw"
"LAO","LAOS ","2013",2,"rw"
"LBN","LEBANON","2013",0,"rw"
"LBR","LIBERIA","2013",0,"rw"
"LBY","LIBYAN ARAB JAMAHIRIYA","2013",0,"rw"
"LKA","SRI LANKA","2013",0,"rw"
"LSO","LESOTHO","2013",0,"rw"
"MDG","MADAGASCAR","2013",2,"rw"
"MLI","MALI","2013",1,"rw"
"MMR","MYANMAR (Burma) ","2013",1,"rw"
"MNG","MONGOLIA","2013",0,"rw"
"MOZ","MOZAMBIQUE","2013",1,"rw"
"MRT","MAURITANIA","2013",1,"rw"
"MWI","MALAWI","2013",1,"rw"
"NAM","NAMIBIA","2013",2,"rw"
"NER","NIGER","2013",1,"rw"
"NGA","NIGERIA","2013",2,"rw"
"NPL","NEPAL","2013",0,"rw"
"PAK","PAKISTAN","2013",3,"rw"
"PHL","PHILIPPINES","2013",7,"rw"
"PRK","KOREA, D.P.R.O.","2013",1,"rw"
"RWA","RWANDA","2013",0,"rw"
"SDN","SUDAN","2013",2,"rw"
"SEN","SENEGAL","2013",0,"rw"
"SLE","SIERRA LEONE","2013",1,"rw"
"SOM","SOMALIA","2013",4,"rw"
"SSD","SOUTH SUDAN","2013",3,"rw"
"SWZ","SWAZILAND","2013",0,"rw"
"SYR","SYRIAN ARAB REPUBLIC","2013",1,"rw"
"TCD","CHAD","2013",0,"rw"
"THA","THAILAND","2013",1,"rw"
"TJK","TAJIKISTAN","2013",1,"rw"
"TUN","TUNISIA","2013",0,"rw"
"TUR","TURKEY","2013",0,"rw"
"TZA","TANZANIA, UNITED REPUBLIC OF","2013",0,"rw"
"UGA","UGANDA","2013",3,"rw"
"UZB","UZBEKISTAN","2013",0,"rw"
"VUT","VANUATU","2013",0,"rw"
"YEM","YEMEN","2013",1,"rw"
"ZAF","SOUTH AFRICA","2013",0,"rw"
"ZMB","ZAMBIA","2013",1,"rw"
"ZWE","ZIMBABWE","2013",1,"rw"
"AFG","AFGHANISTAN","2012",5,"rw"
"BDI","BURUNDI","2012",1,"rw"
"BEN","BENIN","2012",3,"rw"
"BFA","BURKINA FASO","2012",1,"rw"
"BGD","BANGLADESH","2012",2,"rw"
"BOL","BOLIVIA","2012",2,"rw"
"BWA","BOTSWANA","2012",0,"rw"
"CAF","CENTRAL AFRICAN REPUBLIC","2012",3,"rw"
"CIV","COTE D'IVOIRE","2012",0,"rw"
"CMR","CAMEROON","2012",2,"rw"
"COD","CONGO, THE DRC","2012",3,"rw"
"COG","CONGO","2012",2,"rw"
"COL","COLOMBIA","2012",2,"rw"
"DJI","DJIBOUTI","2012",0,"rw"
"DOM","DOMINICAN REPUBLIC","2012",1,"rw"
"DZA","ALGERIA","2012",0,"rw"
"EGY","EGYPT","2012",0,"rw"
"ERI","ERITREA","2012",0,"rw"
"ETH","Ethiopia","2012",1,"rw"
"GIN","GUINEA","2012",1,"rw"
"GMB","GAMBIA","2012",1,"rw"
"GNB","GUINEA-BISSAU","2012",0,"rw"
"GTM","GUATEMALA","2012",3,"rw"
"HND","HONDURAS","2012",1,"rw"
"HTI","HAITI","2012",3,"rw"
"IDN","INDONESIA","2012",3,"rw"
"IRQ","IRAQ","2012",0,"rw"
"JAM","JAMAICA","2012",0,"rw"
"JOR","JORDAN","2012",0,"rw"
"KEN","KENYA","2012",1,"rw"
"KGZ","KYRGYZSTAN","2012",2,"rw"
"KHM","CAMBODIA","2012",0,"rw"
"LAO","LAOS ","2012",0,"rw"
"LBN","LEBANON","2012",0,"rw"
"LBR","LIBERIA","2012",0,"rw"
"LBY","LIBYAN ARAB JAMAHIRIYA","2012",0,"rw"
"LKA","SRI LANKA","2012",3,"rw"
"LSO","LESOTHO","2012",1,"rw"
"MDG","MADAGASCAR","2012",2,"rw"
"MLI","MALI","2012",1,"rw"
"MMR","MYANMAR (Burma) ","2012",2,"rw"
"MNG","MONGOLIA","2012",0,"rw"
"MOZ","MOZAMBIQUE","2012",0,"rw"
"MRT","MAURITANIA","2012",0,"rw"
"MWI","MALAWI","2012",2,"rw"
"NAM","NAMIBIA","2012",0,"rw"
"NER","NIGER","2012",2,"rw"
"NGA","NIGERIA","2012",1,"rw"
"NPL","NEPAL","2012",2,"rw"
"PAK","PAKISTAN","2012",2,"rw"
"PHL","PHILIPPINES","2012",5,"rw"
"PRK","KOREA, D.P.R.O.","2012",2,"rw"
"RWA","RWANDA","2012",1,"rw"
"SDN","SUDAN","2012",2,"rw"
"SEN","SENEGAL","2012",1,"rw"
"SLE","SIERRA LEONE","2012",0,"rw"
"SOM","SOMALIA","2012",1,"rw"
"SSD","SOUTH SUDAN","2012",1,"rw"
"SWZ","SWAZILAND","2012",0,"rw"
"SYR","SYRIAN ARAB REPUBLIC","2012",0,"rw"
"TCD","CHAD","2012",1,"rw"
"THA","THAILAND","2012",0,"rw"
"TJK","TAJIKISTAN","2012",2,"rw"
"TUN","TUNISIA","2012",0,"rw"
"TUR","TURKEY","2012",0,"rw"
"TZA","TANZANIA, UNITED REPUBLIC OF","2012",0,"rw"
"UGA","UGANDA","2012",4,"rw"
"UZB","UZBEKISTAN","2012",0,"rw"
"VUT","VANUATU","2012",0,"rw"
"YEM","YEMEN","2012",1,"rw"
"ZAF","SOUTH AFRICA","2012",0,"rw"
"ZMB","ZAMBIA","2012",0,"rw"
"ZWE","ZIMBABWE","2012",0,"rw"
"AFG","AFGHANISTAN","2011",2,"rw"
"BDI","BURUNDI","2011",2,"rw"
"BEN","BENIN","2011",1,"rw"
"BFA","BURKINA FASO","2011",0,"rw"
"BGD","BANGLADESH","2011",3,"rw"
"BOL","BOLIVIA","2011",2,"rw"
"BWA","BOTSWANA","2011",0,"rw"
"CAF","CENTRAL AFRICAN REPUBLIC","2011",3,"rw"
"CIV","COTE D'IVOIRE","2011",0,"rw"
"CMR","CAMEROON","2011",1,"rw"
"COD","CONGO, THE DRC","2011",1,"rw"
"COG","CONGO","2011",2,"rw"
"COL","COLOMBIA","2011",3,"rw"
"DJI","DJIBOUTI","2011",0,"rw"
"DOM","DOMINICAN REPUBLIC","2011",2,"rw"
"DZA","ALGERIA","2011",0,"rw"
"EGY","EGYPT","2011",0,"rw"
"ERI","ERITREA","2011",0,"rw"
"ETH","Ethiopia","2011",1,"rw"
"GIN","GUINEA","2011",1,"rw"
"GMB","GAMBIA","2011",0,"rw"
"GNB","GUINEA-BISSAU","2011",0,"rw"
"GTM","GUATEMALA","2011",4,"rw"
"HND","HONDURAS","2011",2,"rw"
"HTI","HAITI","2011",2,"rw"
"IDN","INDONESIA","2011",3,"rw"
"IRQ","IRAQ","2011",1,"rw"
"JAM","JAMAICA","2011",0,"rw"
"JOR","JORDAN","2011",0,"rw"
"KEN","KENYA","2011",1,"rw"
"KGZ","KYRGYZSTAN","2011",0,"rw"
"KHM","CAMBODIA","2011",1,"rw"
"LAO","LAOS ","2011",0,"rw"
"LBN","LEBANON","2011",0,"rw"
"LBR","LIBERIA","2011",0,"rw"
"LBY","LIBYAN ARAB JAMAHIRIYA","2011",0,"rw"
"LKA","SRI LANKA","2011",1,"rw"
"LSO","LESOTHO","2011",0,"rw"
"MDG","MADAGASCAR","2011",1,"rw"
"MLI","MALI","2011",3,"rw"
"MMR","MYANMAR (Burma) ","2011",2,"rw"
"MNG","MONGOLIA","2011",0,"rw"
"MOZ","MOZAMBIQUE","2011",0,"rw"
"MRT","MAURITANIA","2011",0,"rw"
"MWI","MALAWI","2011",0,"rw"
"NAM","NAMIBIA","2011",0,"rw"
"NER","NIGER","2011",2,"rw"
"NGA","NIGERIA","2011",2,"rw"
"NPL","NEPAL","2011",2,"rw"
"PAK","PAKISTAN","2011",1,"rw"
"PHL","PHILIPPINES","2011",5,"rw"
"PRK","KOREA, D.P.R.O.","2011",1,"rw"
"RWA","RWANDA","2011",1,"rw"
"SDN","SUDAN","2011",1,"rw"
"SEN","SENEGAL","2011",1,"rw"
"SLE","SIERRA LEONE","2011",0,"rw"
"SOM","SOMALIA","2011",2,"rw"
"SSD","SOUTH SUDAN","2011",1,"rw"
"SWZ","SWAZILAND","2011",0,"rw"
"SYR","SYRIAN ARAB REPUBLIC","2011",0,"rw"
"TCD","CHAD","2011",2,"rw"
"THA","THAILAND","2011",2,"rw"
"TJK","TAJIKISTAN","2011",1,"rw"
"TUN","TUNISIA","2011",0,"rw"
"TUR","TURKEY","2011",1,"rw"
"TZA","TANZANIA, UNITED REPUBLIC OF","2011",1,"rw"
"UGA","UGANDA","2011",2,"rw"
"UZB","UZBEKISTAN","2011",0,"rw"
"VUT","VANUATU","2011",1,"rw"
"YEM","YEMEN","2011",0,"rw"
"ZAF","SOUTH AFRICA","2011",0,"rw"
"ZMB","ZAMBIA","2011",0,"rw"
"ZWE","ZIMBABWE","2011",1,"rw"
"AFG","AFGHANISTAN","2010",4,"rw"
"BDI","BURUNDI","2010",1,"rw"
"BEN","BENIN","2010",1,"rw"
"BFA","BURKINA FASO","2010",0,"rw"
"BGD","BANGLADESH","2010",4,"rw"
"BOL","BOLIVIA","2010",4,"rw"
"BWA","BOTSWANA","2010",0,"rw"
"CAF","CENTRAL AFRICAN REPUBLIC","2010",0,"rw"
"CIV","COTE D'IVOIRE","2010",0,"rw"
"CMR","CAMEROON","2010",1,"rw"
"COD","CONGO, THE DRC","2010",3,"rw"
"COG","CONGO","2010",0,"rw"
"COL","COLOMBIA","2010",2,"rw"
"DJI","DJIBOUTI","2010",0,"rw"
"DOM","DOMINICAN REPUBLIC","2010",2,"rw"
"DZA","ALGERIA","2010",0,"rw"
"EGY","EGYPT","2010",1,"rw"
"ERI","ERITREA","2010",0,"rw"
"ETH","Ethiopia","2010",1,"rw"
"GIN","GUINEA","2010",0,"rw"
"GMB","GAMBIA","2010",0,"rw"
"GNB","GUINEA-BISSAU","2010",0,"rw"
"GTM","GUATEMALA","2010",3,"rw"
"HND","HONDURAS","2010",0,"rw"
"HTI","HAITI","2010",4,"rw"
"IDN","INDONESIA","2010",7,"rw"
"IRQ","IRAQ","2010",0,"rw"
"JAM","JAMAICA","2010",0,"rw"
"JOR","JORDAN","2010",0,"rw"
"KEN","KENYA","2010",3,"rw"
"KGZ","KYRGYZSTAN","2010",1,"rw"
"KHM","CAMBODIA","2010",1,"rw"
"LAO","LAOS ","2010",0,"rw"
"LBN","LEBANON","2010",0,"rw"
"LBR","LIBERIA","2010",0,"rw"
"LBY","LIBYAN ARAB JAMAHIRIYA","2010",0,"rw"
"LKA","SRI LANKA","2010",2,"rw"
"LSO","LESOTHO","2010",0,"rw"
"MDG","MADAGASCAR","2010",1,"rw"
"MLI","MALI","2010",1,"rw"
"MMR","MYANMAR (Burma) ","2010",2,"rw"
"MNG","MONGOLIA","2010",1,"rw"
"MOZ","MOZAMBIQUE","2010",0,"rw"
"MRT","MAURITANIA","2010",1,"rw"
"MWI","MALAWI","2010",0,"rw"
"NAM","NAMIBIA","2010",0,"rw"
"NER","NIGER","2010",0,"rw"
"NGA","NIGERIA","2010",1,"rw"
"NPL","NEPAL","2010",1,"rw"
"PAK","PAKISTAN","2010",3,"rw"
"PHL","PHILIPPINES","2010",5,"rw"
"PRK","KOREA, D.P.R.O.","2010",1,"rw"
"RWA","RWANDA","2010",0,"rw"
"SDN","SUDAN","2010",1,"rw"
"SEN","SENEGAL","2010",0,"rw"
"SLE","SIERRA LEONE","2010",0,"rw"
"SOM","SOMALIA","2010",1,"rw"
"SSD","SOUTH SUDAN","2010",0,"rw"
"SWZ","SWAZILAND","2010",0,"rw"
"SYR","SYRIAN ARAB REPUBLIC","2010",0,"rw"
"TCD","CHAD","2010",1,"rw"
"THA","THAILAND","2010",2,"rw"
"TJK","TAJIKISTAN","2010",2,"rw"
"TUN","TUNISIA","2010",0,"rw"
"TUR","TURKEY","2010",2,"rw"
"TZA","TANZANIA, UNITED REPUBLIC OF","2010",0,"rw"
"UGA","UGANDA","2010",1,"rw"
"UZB","UZBEKISTAN","2010",0,"rw"
"VUT","VANUATU","2010",0,"rw"
"YEM","YEMEN","2010",0,"rw"
"ZAF","SOUTH AFRICA","2010",0,"rw"
"ZMB","ZAMBIA","2010",1,"rw"
"ZWE","ZIMBABWE","2010",1,"rw"
"AFG","AFGHANISTAN","2009",5,"rw"
"BDI","BURUNDI","2009",1,"rw"
"BEN","BENIN","2009",3,"rw"
"BFA","BURKINA FASO","2009",1,"rw"
"BGD","BANGLADESH","2009",5,"rw"
"BOL","BOLIVIA","2009",2,"rw"
"BWA","BOTSWANA","2009",1,"rw"
"CAF","CENTRAL AFRICAN REPUBLIC","2009",2,"rw"
"CIV","COTE D'IVOIRE","2009",2,"rw"
"CMR","CAMEROON","2009",2,"rw"
"COD","CONGO, THE DRC","2009",1,"rw"
"COG","CONGO","2009",0,"rw"
"COL","COLOMBIA","2009",5,"rw"
"DJI","DJIBOUTI","2009",0,"rw"
"DOM","DOMINICAN REPUBLIC","2009",2,"rw"
"DZA","ALGERIA","2009",0,"rw"
"EGY","EGYPT","2009",0,"rw"
"ERI","ERITREA","2009",0,"rw"
"ETH","Ethiopia","2009",0,"rw"
"GIN","GUINEA","2009",2,"rw"
"GMB","GAMBIA","2009",2,"rw"
"GNB","GUINEA-BISSAU","2009",0,"rw"
"GTM","GUATEMALA","2009",3,"rw"
"HND","HONDURAS","2009",0,"rw"
"HTI","HAITI","2009",2,"rw"
"IDN","INDONESIA","2009",7,"rw"
"IRQ","IRAQ","2009",1,"rw"
"JAM","JAMAICA","2009",0,"rw"
"JOR","JORDAN","2009",0,"rw"
"KEN","KENYA","2009",2,"rw"
"KGZ","KYRGYZSTAN","2009",0,"rw"
"KHM","CAMBODIA","2009",2,"rw"
"LAO","LAOS ","2009",0,"rw"
"LBN","LEBANON","2009",0,"rw"
"LBR","LIBERIA","2009",1,"rw"
"LBY","LIBYAN ARAB JAMAHIRIYA","2009",0,"rw"
"LKA","SRI LANKA","2009",3,"rw"
"LSO","LESOTHO","2009",0,"rw"
"MDG","MADAGASCAR","2009",3,"rw"
"MLI","MALI","2009",1,"rw"
"MMR","MYANMAR (Burma) ","2009",2,"rw"
"MNG","MONGOLIA","2009",1,"rw"
"MOZ","MOZAMBIQUE","2009",0,"rw"
"MRT","MAURITANIA","2009",1,"rw"
"MWI","MALAWI","2009",1,"rw"
"NAM","NAMIBIA","2009",0,"rw"
"NER","NIGER","2009",2,"rw"
"NGA","NIGERIA","2009",1,"rw"
"NPL","NEPAL","2009",2,"rw"
"PAK","PAKISTAN","2009",4,"rw"
"PHL","PHILIPPINES","2009",13,"rw"
"PRK","KOREA, D.P.R.O.","2009",0,"rw"
"RWA","RWANDA","2009",0,"rw"
"SDN","SUDAN","2009",1,"rw"
"SEN","SENEGAL","2009",1,"rw"
"SLE","SIERRA LEONE","2009",1,"rw"
"SOM","SOMALIA","2009",1,"rw"
"SSD","SOUTH SUDAN","2009",0,"rw"
"SWZ","SWAZILAND","2009",0,"rw"
"SYR","SYRIAN ARAB REPUBLIC","2009",0,"rw"
"TCD","CHAD","2009",1,"rw"
"THA","THAILAND","2009",3,"rw"
"TJK","TAJIKISTAN","2009",2,"rw"
"TUN","TUNISIA","2009",1,"rw"
"TUR","TURKEY","2009",1,"rw"
"TZA","TANZANIA, UNITED REPUBLIC OF","2009",2,"rw"
"UGA","UGANDA","2009",0,"rw"
"UZB","UZBEKISTAN","2009",0,"rw"
"VUT","VANUATU","2009",4,"rw"
"YEM","YEMEN","2009",0,"rw"
"ZAF","SOUTH AFRICA","2009",2,"rw"
"ZMB","ZAMBIA","2009",0,"rw"
"ZWE","ZIMBABWE","2009",0,"rw"
"AFG","AFGHANISTAN","2008",1,"rw"
"BDI","BURUNDI","2008",1,"rw"
"BEN","BENIN","2008",1,"rw"
"BFA","BURKINA FASO","2008",1,"rw"
"BGD","BANGLADESH","2008",2,"rw"
"BOL","BOLIVIA","2008",2,"rw"
"BWA","BOTSWANA","2008",0,"rw"
"CAF","CENTRAL AFRICAN REPUBLIC","2008",0,"rw"
"CIV","COTE D'IVOIRE","2008",0,"rw"
"CMR","CAMEROON","2008",1,"rw"
"COD","CONGO, THE DRC","2008",3,"rw"
"COG","CONGO","2008",0,"rw"
"COL","COLOMBIA","2008",8,"rw"
"DJI","DJIBOUTI","2008",0,"rw"
"DOM","DOMINICAN REPUBLIC","2008",1,"rw"
"DZA","ALGERIA","2008",1,"rw"
"EGY","EGYPT","2008",1,"rw"
"ERI","ERITREA","2008",0,"rw"
"ETH","Ethiopia","2008",2,"rw"
"GIN","GUINEA","2008",0,"rw"
"GMB","GAMBIA","2008",1,"rw"
"GNB","GUINEA-BISSAU","2008",0,"rw"
"GTM","GUATEMALA","2008",2,"rw"
"HND","HONDURAS","2008",1,"rw"
"HTI","HAITI","2008",1,"rw"
"IDN","INDONESIA","2008",4,"rw"
"IRQ","IRAQ","2008",0,"rw"
"JAM","JAMAICA","2008",0,"rw"
"JOR","JORDAN","2008",0,"rw"
"KEN","KENYA","2008",2,"rw"
"KGZ","KYRGYZSTAN","2008",3,"rw"
"KHM","CAMBODIA","2008",0,"rw"
"LAO","LAOS ","2008",1,"rw"
"LBN","LEBANON","2008",0,"rw"
"LBR","LIBERIA","2008",0,"rw"
"LBY","LIBYAN ARAB JAMAHIRIYA","2008",0,"rw"
"LKA","SRI LANKA","2008",3,"rw"
"LSO","LESOTHO","2008",0,"rw"
"MDG","MADAGASCAR","2008",2,"rw"
"MLI","MALI","2008",0,"rw"
"MMR","MYANMAR (Burma) ","2008",1,"rw"
"MNG","MONGOLIA","2008",2,"rw"
"MOZ","MOZAMBIQUE","2008",1,"rw"
"MRT","MAURITANIA","2008",0,"rw"
"MWI","MALAWI","2008",0,"rw"
"NAM","NAMIBIA","2008",0,"rw"
"NER","NIGER","2008",0,"rw"
"NGA","NIGERIA","2008",0,"rw"
"NPL","NEPAL","2008",2,"rw"
"PAK","PAKISTAN","2008",2,"rw"
"PHL","PHILIPPINES","2008",9,"rw"
"PRK","KOREA, D.P.R.O.","2008",0,"rw"
"RWA","RWANDA","2008",1,"rw"
"SDN","SUDAN","2008",2,"rw"
"SEN","SENEGAL","2008",0,"rw"
"SLE","SIERRA LEONE","2008",0,"rw"
"SOM","SOMALIA","2008",2,"rw"
"SSD","SOUTH SUDAN","2008",0,"rw"
"SWZ","SWAZILAND","2008",0,"rw"
"SYR","SYRIAN ARAB REPUBLIC","2008",1,"rw"
"TCD","CHAD","2008",0,"rw"
"THA","THAILAND","2008",3,"rw"
"TJK","TAJIKISTAN","2008",2,"rw"
"TUN","TUNISIA","2008",0,"rw"
"TUR","TURKEY","2008",0,"rw"
"TZA","TANZANIA, UNITED REPUBLIC OF","2008",2,"rw"
"UGA","UGANDA","2008",1,"rw"
"UZB","UZBEKISTAN","2008",0,"rw"
"VUT","VANUATU","2008",0,"rw"
"YEM","YEMEN","2008",1,"rw"
"ZAF","SOUTH AFRICA","2008",1,"rw"
"ZMB","ZAMBIA","2008",0,"rw"
"ZWE","ZIMBABWE","2008",0,"rw"
"AFG","AFGHANISTAN","2007",3,"rw"
"BDI","BURUNDI","2007",0,"rw"
"BEN","BENIN","2007",2,"rw"
"BFA","BURKINA FASO","2007",2,"rw"
"BGD","BANGLADESH","2007",6,"rw"
"BOL","BOLIVIA","2007",2,"rw"
"BWA","BOTSWANA","2007",0,"rw"
"CAF","CENTRAL AFRICAN REPUBLIC","2007",1,"rw"
"CIV","COTE D'IVOIRE","2007",1,"rw"
"CMR","CAMEROON","2007",1,"rw"
"COD","CONGO, THE DRC","2007",1,"rw"
"COG","CONGO","2007",1,"rw"
"COL","COLOMBIA","2007",2,"rw"
"DJI","DJIBOUTI","2007",0,"rw"
"DOM","DOMINICAN REPUBLIC","2007",0,"rw"
"DZA","ALGERIA","2007",2,"rw"
"EGY","EGYPT","2007",0,"rw"
"ERI","ERITREA","2007",0,"rw"
"ETH","Ethiopia","2007",2,"rw"
"GIN","GUINEA","2007",0,"rw"
"GMB","GAMBIA","2007",1,"rw"
"GNB","GUINEA-BISSAU","2007",0,"rw"
"GTM","GUATEMALA","2007",1,"rw"
"HND","HONDURAS","2007",0,"rw"
"HTI","HAITI","2007",2,"rw"
"IDN","INDONESIA","2007",11,"rw"
"IRQ","IRAQ","2007",0,"rw"
"JAM","JAMAICA","2007",0,"rw"
"JOR","JORDAN","2007",0,"rw"
"KEN","KENYA","2007",4,"rw"
"KGZ","KYRGYZSTAN","2007",0,"rw"
"KHM","CAMBODIA","2007",0,"rw"
"LAO","LAOS ","2007",0,"rw"
"LBN","LEBANON","2007",0,"rw"
"LBR","LIBERIA","2007",1,"rw"
"LBY","LIBYAN ARAB JAMAHIRIYA","2007",0,"rw"
"LKA","SRI LANKA","2007",3,"rw"
"LSO","LESOTHO","2007",0,"rw"
"MDG","MADAGASCAR","2007",3,"rw"
"MLI","MALI","2007",1,"rw"
"MMR","MYANMAR (Burma) ","2007",0,"rw"
"MNG","MONGOLIA","2007",0,"rw"
"MOZ","MOZAMBIQUE","2007",0,"rw"
"MRT","MAURITANIA","2007",1,"rw"
"MWI","MALAWI","2007",0,"rw"
"NAM","NAMIBIA","2007",0,"rw"
"NER","NIGER","2007",1,"rw"
"NGA","NIGERIA","2007",1,"rw"
"NPL","NEPAL","2007",2,"rw"
"PAK","PAKISTAN","2007",1,"rw"
"PHL","PHILIPPINES","2007",4,"rw"
"PRK","KOREA, D.P.R.O.","2007",1,"rw"
"RWA","RWANDA","2007",1,"rw"
"SDN","SUDAN","2007",1,"rw"
"SEN","SENEGAL","2007",1,"rw"
"SLE","SIERRA LEONE","2007",1,"rw"
"SOM","SOMALIA","2007",0,"rw"
"SSD","SOUTH SUDAN","2007",0,"rw"
"SWZ","SWAZILAND","2007",2,"rw"
"SYR","SYRIAN ARAB REPUBLIC","2007",0,"rw"
"TCD","CHAD","2007",1,"rw"
"THA","THAILAND","2007",1,"rw"
"TJK","TAJIKISTAN","2007",2,"rw"
"TUN","TUNISIA","2007",1,"rw"
"TUR","TURKEY","2007",0,"rw"
"TZA","TANZANIA, UNITED REPUBLIC OF","2007",0,"rw"
"UGA","UGANDA","2007",3,"rw"
"UZB","UZBEKISTAN","2007",0,"rw"
"VUT","VANUATU","2007",0,"rw"
"YEM","YEMEN","2007",0,"rw"
"ZAF","SOUTH AFRICA","2007",0,"rw"
"ZMB","ZAMBIA","2007",0,"rw"
"ZWE","ZIMBABWE","2007",0,"rw"
"AFG","AFGHANISTAN","2006",5,"rw"
"BDI","BURUNDI","2006",1,"rw"
"BEN","BENIN","2006",0,"rw"
"BFA","BURKINA FASO","2006",1,"rw"
"BGD","BANGLADESH","2006",4,"rw"
"BOL","BOLIVIA","2006",1,"rw"
"BWA","BOTSWANA","2006",0,"rw"
"CAF","CENTRAL AFRICAN REPUBLIC","2006",0,"rw"
"CIV","COTE D'IVOIRE","2006",1,"rw"
"CMR","CAMEROON","2006",0,"rw"
"COD","CONGO, THE DRC","2006",2,"rw"
